web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href||||||||||
"1556765678-3473,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Keighly Brown,It was so amazing!,23-Mar-13,""I love lemony snicket books. This one was incredibly good. I HAVE to read the next one to figure out the secret of VFD!!"||||||||||||||||||
||||||||||||||||||
"~keighlybrown"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews"||||||||||||||||||
1556765680-3478|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Dj9|Best book in the world!!!!|19-Jun-14|I loved this book and I read it in two days. It is so enjoyable. I recommend it to everyone. And you are stupid holy or whatever your name is.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews||||||||||
"1556765687-3504,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Rebecca Herman,Misfortune follows the Baudelaires to their newest home.,20-Apr-01,""Because none of their distant relatives will take them in out of fear of Count Olaf, the three Baudelaire orphans become part of a new program based on the saying """"It takes a village to raise a child."""" Under this program, Violet, Klaus, and Sunny's newest guardians will be all the residents of an entire village. In the hopes of solving the mystery of """"V.F.D.,"""" the children choose a village by that name as their new home. But they are terribly disappointed. They are sent to live with a kind but timid man named Hector who loves to cook Mexican food and has a library of forbidden books. V.F.D. is run by the strict Council of Elders, who have made tens of thousands of ridiculous rules that the citizens of the village must follow or risk being burned at the stake. When the Baudelaires are falsely accused of murder and imprisoned, they must escape from the jail and find their friends the Quagmires, who are hidden somewhere in the village. This was another miserable, hilarious book in A Series of Unfortunate Events that is a must-read for all fans of the series."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"||||||||||||||||||
1556765669-3433|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|San Diego Man|Five Stars|28-Dec-16|Arrived as described.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=five_star&pageNumber=2&reviewerType=all_reviews||||||||||
"1556765687-3510,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Lonnie E. Holder,This Story Is Vile - The Best Book in the Series Thus Far,6-Apr-06,""As a fan of this series is aware, in the last story, """"The Ersatz Elevator,"""" the Baudelaire orphans, Violet, Klaus, and baby Sunny, had just lost their last home as it was proven that one of their guardians was in league with the awful Count Olaf.  On the theory that it takes a village to raise a child, Mr. Poe, the children's supposed guardian, takes the children to V.F.D., a village populated by crows and really weird people in the middle of nowhere."||||||||||||||||||
||||||||||||||||||
The children's fortunes have not improved from their last home.  This time the children are forced to do chores for the town| all day long.  Further| many of the people for whom they do chores little appreciate what the children do.  Lastly| the children and everyone in town must follow an extensive list of incredibly ridiculous rules.|||||||||||||||
||||||||||||||||||
Soon after the children arrive in town they find a note (a rhyming couplet) from their previously kidnapped friends| Duncan and Isadora Quagmire| kidnapped two books ago by Count Olaf.  As time proceeds| the children find more couplets written by Isadora Quagmire.  The children hope and believe the couplets will lead them to the location of the Quagmires so that the children might rescue them.|||||||||||||||
||||||||||||||||||
As always happens to the Baudelaires| Count Olaf shows up again and as usual he has assorted followers that are with him| including one surprise returning character (I'm not telling!).  This time Count Olaf shows up as a detective to solve a murder that occurs in the village.  The victim will be an amazing surprise to every reader| and I'm not telling you who that is either!|||||||||||||||
||||||||||||||||||
"Of course the story climaxes in a way that might lead the reader to believe that the Baudelaires will escape.  Well, the children do get away from town, but when they do the townspeople hunt the children for a crime they didn't commit.  The ending of this story neatly fits into the beginning of the next book, """"The Hostile Hospital,"""" where the children continue to be on the run from the law."||||||||||||||||||
||||||||||||||||||
It seems like each book in this series is better than the last.  While the violence in these books is a lot more than traditional books for this age range| these books clearly distinguish right from wrong and good from bad.  Additionally| there are strong educational messages as the children typically have to rely on their own resources and abilities to escape from Count Olaf| typically using their reading skills and innovative abilities to improvise and overcome.  Sometimes the educational messages are very strong| such as when the author explicitly defines the meanings of words within the stories.||||||||||||||
||||||||||||||||||
"I thought this story was intriguing in a variety of ways, and the author manages to introduce a touch of science fiction or fantasy in the story in the method the children try to use to escape.  Lemony Snicket manages to improve his creativity with every story.  Because of the mild violence, I would recommend this book for 9 year-olds and above, but, as always, you should know your child and his or her ability to handle the material in this book.  Another five star book in this series!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews"||||||||||||||||||
1556765667-3422|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Vickie Lonowski|Five Stars|9-Jul-18|Enjoy the series.|5.0 out of 5 stars||||||||||||
1556765672-3440|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|fak u broteem|Five Stars|20-Sep-16|Ok|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews||||||||||
"1556765689-3514,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Lonnie E. Holder,This Story Is Vile - The Best Book in the Series Thus Far,17-Apr-03,""As a fan of this series is aware, in the last story, """"The Ersatz Elevator"""", the Baudelaire orphans, Violet, Klaus, and baby Sunny, had just lost their last home as it was proven that one of their guardians was in league with the awful Count Olaf.  On the theory that it takes a village to raise a child, Mr. Poe, the children's supposed guardian, takes the children to V.F.D., a village populated by crows and really weird people in the middle of nowhere."||||||||||||||||||
The children's fortunes have not improved from their last home.  This time the children are forced to do chores for the town| all day long.  Further| many of the people for whom they do chores little appreciate what the children do.  Lastly| the children and everyone in town must follow an extensive list of incredibly ridiculous rules.|||||||||||||||
Soon after the children arrive in town they find a note (a rhyming couplet) from their previously kidnapped friends| Duncan and Isadora Quagmire| kidnapped two books ago by Count Olaf.  As time proceeds| the children find more couplets written by Isadora Quagmire.  The children hope and believe the couplets will lead them to the location of the Quagmires so that they might be rescued.|||||||||||||||
As always happens to the Quagmires| Count Olaf shows up again| and as usual| he has assorted followers that are with him| including one surprise returning character (I'm not telling!).  This time Count Olaf shows up as a detective to solve a murder that occurs in the village.  The victim will be an amazing surprise to every reader (and I'm not telling you that one either!).||||||||||||||
"Of course the story climaxes in a way that might lead the reader to believe that the Baudelaire's will escape.  Well, the children do get away from town, but when they do they are being hunted for a crime they didn't commit.  The ending of this story neatly fits into the beginning of the next book, """"The Hostile Hospital"""", where the children continue to be on the run from the law."||||||||||||||||||
It seems like each book in this series is better than the last.  While the violence in these books is a lot more than traditional books for this age range| these books clearly distinguish right from wrong and good from bad.  Additionally| there are strong educational messages as the children typically have to rely on their own resources and abilities to escape from Count Olaf| typically using their reading skills and innovative abilities to improvise and overcome.  Sometimes the educational messages are very strong| such as when the author explicitly defines the meanings of words within the stories.||||||||||||||
"I thought this story was intriguing in a variety of ways, and the author manages to introduce a touch of science fiction or fantasy in the story in the method the children try to use to escape.  Lemony Snicket manages to improve his creativity with every story.  Because of the mild violence, I would recommend this book for 9 year-olds and above, but, as always, you should know your child and his or her ability to handle the material in this book.  Another five star book in this series!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews"||||||||||||||||||
"1556765683-3490,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,JHWagner,""Great book for 3,4,5,6 graders"",6-Oct-13,Lemony Snicket is an excellent writer that has yet again pulled me into another of his interesting and intriguing books.,5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews"||||||||||||||||||
"1556765689-3522,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amazon Customer,The seventh dreadful book in this hilarious series.,5-Oct-01,""No one wants to be Violet, Klaus, and Sunny Baudelaire. Their chain of unfortunate events keeps continuing, and perhaps has reached its most treacherous event in the lives of the three orphans. Count Olaf and his dastardly new accomplice, Esme Squalor, are on the run. The Quagmire triplets are still missing - and their time just may be running out. Now, the orphans are in the care of the village of V.F.D. - a town with the motto """"It takes a village to raise a child."""" This village"||||||||||||||||||
"is very, very vile -- there are thousands of ridiculous rules to comply to, and anyone who disobeyes a rule is burned at the stake alive! Then there's the tremendous mob of crows that flock to different places during day and night, blackening the town's sky. The Baudelaires have probably never faced more absurd circumstances. As mysteries and mayhem fill their lives even more, their stay at V.F.D.is becoming worse than they could have ever dreamed. The Vile Village is the seventh book in A Series Of Unfortunate Events, and one of my favorite books in the series so far."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews"||||||||||||||||||
1556765672-3442|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amazon Customer|Love the series|14-Oct-17|This series is great. The characters are so interesting and entertaining. I would recommend this series to 4th and 5th graders.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews||||||||||
1556765696-3547|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amazon Customer|:)|1-Jul-18|Mr. Snicket is great at increasing so much suspense by stepping in and talking. Sometimes  I am shaking with excitement and sadness for the Boudalaires and their companions. Luv them all!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews||||||||||
1556765674-3445|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|LM|Five Stars|19-Apr-16|Great|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews||||||||||
"1556765702-3579,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,""The bunny reaper"||||||||||||||||||
The bunny reaper||||||||||||||||||
"The bunny reaper"",Great summer read,14-Aug-13,""It was engaging and well written"||||||||||||||||||
"I will continue to read the series... it is a good read for all ages and I would read the series again and again"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=five_star&pageNumber=17&reviewerType=all_reviews"||||||||||||||||||
1556765683-3488|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amazon Customer|Awesome|8-Sep-13|I've been reading these for a long time so I love all his books but this one was especially good|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews||||||||||
"1556765680-3476,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,W,A saris of unfortunate events,21-Sep-13,""This was the best and most dreadful book I have ever read. Cheers to you Lemony Snicket. I want to know the secrets about count olaf,Jacque, and the secret of v.f.d."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews"||||||||||||||||||
1556765674-3450|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Anthony26|Five Stars|16-Mar-16|good book|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews||||||||||
"1556765700-3568,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Courtney,WILL PERIL EVER END?,12-Feb-13,""This series keeps you reading. It makes you sad, happy and mad. He keeps you wondering 'why them?' and 'what will happen next?' You might think up what will happen but you won't know what will happen."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews"||||||||||||||||||
1556765672-3438|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Jennifer L Monachino|Five Stars|24-Jul-15|My daughter loves the series and has read them all. She likes to re read the series too.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews||||||||||
1556765678-3471|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Tasha Kizis|Exciting|16-Dec-12|This was a very good book. I liked it a lot. I would definitely get another one. I love this series.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews||||||||||
1556765672-3439|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|blueblues|na|12-Aug-16|books are good|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews||||||||||
"1556765691-3526,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Tom,The best in the series,11-Nov-11,""This is the best book in the series! I read it in one day and you probably will too. It's really good"||||||||||||||||||
||||||||||||||||||
The cons:||||||||||||||||||
||||||||||||||||||
The self sustaining hot air mobile home is a little far fetched| but it is a Lemony Snicket book and its kinda supposed to be. This probably won't bother anyone| and it doesn't bother me but I had to think of at least 1 con!||||||||||||||||
||||||||||||||||||
The pros:||||||||||||||||||
||||||||||||||||||
The setting is really great. A city with marble buildings and fancy fountains covered in crows in the middle of a desert! It's really a creative setting for a book.||||||||||||||||||
||||||||||||||||||
The Quagmires return! The Baudelaires finally rescue the Quagmires and get to see them for more than two seconds in a an elevator shaft. It was really cool how Isidora used her poems as a code to tell the kids where they were.||||||||||||||||||
||||||||||||||||||
"Count Olaf's disguise was the best yet. I won't give it away but it was """"cool"""" hahaha!"||||||||||||||||||
||||||||||||||||||
The ending was great! It was the saddest ending yet in the series but it was exciting all the same. Sunny learns to walk and the Baudelaires finally get a chance to pause and see that there baby sister is growing up. They are also on there own rather than under the care of Mr. Poe| so it leaves endless options for the next book.|||||||||||||||||
||||||||||||||||||
"  This is the best book in the series and you need to get it!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews"||||||||||||||||||
1556765700-3567|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Jennifer Joiner|Amazing|21-Mar-13|Lemony Snicket has a fine way with words and I just love how he describes things thoroughly and with detail. I wish I could see him in person one day to say you are the best book author EVER.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews||||||||||
1556765674-3453|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Mommy_of_redheads|Great|15-Dec-15|I chose all of these stars because I love his books they improved my vocabulary alot and I read them so much they feel like a daily thing|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews||||||||||
"1556765694-3535,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,D.Berdanis,Series just gets better and better,20-Jan-06,""In this book Lemony Snicket seems to really hit his stride."||||||||||||||||||
||||||||||||||||||
The mystery of VFD for the last several books continues to build anticipation here.||||||||||||||||||
||||||||||||||||||
"Even though Count Olaf gets little page time, his page time here is my favorite so far.  I loved the """"cool"""" theme."||||||||||||||||||
||||||||||||||||||
I like seeing the children grow up and not stay locked at a single age forever.||||||||||||||||||
||||||||||||||||||
"The entire setting of the village kept me engrossed.  I wanted to know more and more about this strange """"guardian"""", where as normally after the introduction of the guardian you know everything about them."||||||||||||||||||
||||||||||||||||||
"Great story telling!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews"||||||||||||||||||
"1556765678-3468,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,ELISA Pajuelo,I love this book,12-May-13,""I am a big fan of lemony snicket but sometimes the hunt were the triplets were was always hard but right when they were scrubing the statue I emidiatly knew where they were . This book makes me want to know more . What happens next??? Well you and I will find out."||||||||||||||||||
"Keep reading this book its amazing!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews"||||||||||||||||||
"1556765694-3543,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Sunny Kim,Another Unfortunate Event,27-May-02,""The Baudelaires landed on another unfortunate event, this time on the Village of Fowl Devotees.  There, they meet Hector, who takes care of them.  Since there are so many rules at this village, Hector wants to escape.  Therefore, he tells the Baudelaires a secret that he is building a machine that will go up in the air and never come back.  Also, the Baudelaires encounter some mysteries about the Quagmires and of Count Olaf, who disguised once again.  However, they are left behind as murderes and Count Olaf escapes once again."||||||||||||||||||
Ofcourse| I love this book.  Like all the Unfortunate series| this book is full of adventures and mysteries.  Yet| this book brings tears| for the Baudelaires are tragically left behind.  When they come to a happy event| it is ruined in a flash.  Why can't there ever be a continuous happy moment for them?  Still| I would have to say it is humorous.  Thank goodness that all of the Baudelaires are good at something| for if they weren't they would have never survived any of thesse treacherous  events.|||||||||||
"My favorite part in this book was when the Baudelaires finally discovered the secret about where the Quagmires were hiding.  Everyday, the Quagmires sent a poem which gave clues about where Count Olaf had hidden them.  Finally, Violet and Klaus discovered the secret and rescued their friends.  How clever the author is to think of such an idea!  I was shocked that the Quagmires were hiding in a fountain.  However, the happy moment ended when only the Quagmires escaped with Hector on th machine."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews"||||||||||||||||||
1556765667-3415|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|UndergroundAJ|Great kids booj|29-Apr-19|My oldest son loves this serie of books. Watched the Netflix show that this one is #7 in that series of books;loved the show n started buying the books for my oldest son n he's loving these just as much as he did the show maybe even more cause reading opens more imagination up.|5.0 out of 5 stars||||||||||||
1556765698-3558|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Dottie Randazzo|Creepy as the Other Books|2-Aug-07|You gotta love the author's imagination and the suspense these books leave you in. If you have read the series you learn to love the children. A fun read. Highly recommended.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews||||||||||
1556765678-3464|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Lucil Nicolas Ferrum|Five Stars|15-Oct-15|Thank You.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews||||||||||
"1556765698-3562,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Daniel Levin,This series is great!,10-Jan-16,""I am a 9 year old reader and I love reading. I got the first 3 books of this series for christmas and now, in January i'm on book 7. My favorite book so far is the Extraz elevator. This series is my 4th favorite"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews"||||||||||||||||||
1556765669-3425|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|John P Nowell|LOVE THIS SERIES|22-Jan-14|I originally borrowed this series from a friend and fell in love and had to have my own copies! I have the entire series and read it yearly! I love the dark side but where good prevails!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_2?ie=UTF8&filterByStar=five_star&pageNumber=2&reviewerType=all_reviews||||||||||
"1556765674-3449,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Ryan Hall,The Vile Village,7-Jul-17,""This is the best book of this series I've read so far."||||||||||||||||||
"I love Hector. He's so funny. Seriously, read this book!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews"||||||||||||||||||
"1556765687-3509,https://www.amazon.com/Vile-Village-Unfortunate-Events-No/product-reviews/0064408655/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Ana Mardoll,Visceral,13-Jun-11,""A Series of Unfortunate Events 7: The Vile Village / 9780061757198"||||||||||||||||||
||||||||||||||||||
"I first came to this series after watching the tie-in movie """"Lemony Snicket's a Series of Unfortunate Events"""". I love the series for its superb characterization, lovely writing, quirky plotlines, and deeply dark humor. This seventh book in the series carries on the tradition and will not disappoint fans."||||||||||||||||||
||||||||||||||||||
"Like the rest of the novels in this series, this book is very slender and can be whipped through in a few hours. However, the story is engaging and well-told and it's impossible to not be drawn into the drama of the Baudelaire orphans as they struggle to survive in their new home in the mysteriously-named village of V.F.D. The orphans have been sent to the village to live because """"it takes a village to raise a child"""", but when they arrive, they realize they are expected to be slaves for the inhabitants of the entire town. Maybe their new placement is worth it, though, if the entire village can keep Count Olaf away...?"||||||||||||||||||
||||||||||||||||||
