web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href||||
"1556765504-3260,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,An 11-year old reader,The Epic Adventure of the Baudilaire's,4-Jan-02,""This book is a masterpiece. As the Baudliere Orphans stare up at 667 Dark Avenue, they wonder if they'll ever find a kind and loving family. To make matters worse, there is a wacko doorman(or is he??) who does every thing that the Squalers say(at least, Esme Squaler.) Although things seem to be going well, Violet has a work bench, Kloas has his library, and Sunny has her hard objects, soon things will be turned upside down. They spot Count Olaf in discuse, but nobody belives them . Then, the orphans find the beloved triplets- Duncan and Isadora Quagmire who Count Olaf kidnaped in the last book. They find a way to rescue them, but Count Olaf and Esme hid them. When the orphans get back, they find a tunnel that leads back to their old house. In the end, Count Olaf and Esme Run off together and take the Quagmire Triplets with them. Alone and forgoton, the orphans set out together to find the meaning of VFD, find the Quagmire Triplets and find a family who loves them."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_42?ie=UTF8&filterByStar=five_star&pageNumber=42&reviewerType=all_reviews"||||||||||||
"1556765510-3299,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amazon Customer,An Exquisite Confection of Doom,13-Dec-01,""I have read all eight books in A Series of Unfortunate Events (now eagerly awaiting the ninth). I love each and every one of them, but The Austere Academy is by far my favourite. Perhaps because I'm still schooling, and Prufrock Preparatory is a wickedly apt parody of school as we students know it. Mostly because it introduces the Quagmire triplets, setting the scene for something larger in the following books. Plus, of course, cliffhangers are irresistable, and of all the books this one has the most exhilarating one yet. Highly recommended - and after you've read it, there will be no need to recommend the other books to you. This one is enough to hook you in."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&filterByStar=five_star&pageNumber=45&reviewerType=all_reviews"||||||||||||
"1556765506-3274,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Mara,""Bleak, depressing, and wonderful..."",5-Aug-00,""The Austere Academy, fifth in A Series of Unfortunate Events, will not disappoint fans of the books.  Violet, Klaus, and Sunny Baudelaire are  stuck at a nightmarish boarding school, where they are made to live in a  shack that includes territorial crabs, a strange tan fungus, and truly  hideous wallpaper.  Added to this are incredibly dull classes and a  headmaster who cannot play the violin but insists on doing so anyway...for  six hours a night at an all-school concert.  If only these were the worst  of the Baudelaires' problems, they could finally consider themselves lucky.  But, alas, the fiendish Count Olaf has tracked them down yet again.  Once  again the Baudelaires must try to discover his evil plan in time to save  themselves and their fortune.  Along the way there are more clues about  Lemony Snicket's mysterious lady love, the charming and beautiful but  unfortunately deceased Beatrice...A great read, but be warned that the  ending is a cliffhanger that will leave you feeling very impatient to get  your hands on the next volume!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&filterByStar=five_star&pageNumber=43&reviewerType=all_reviews"||||||||||||
"1556765430-2938,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Larissa Leal,Five Stars,24-Dec-15,""The book is wonderful, and the series is even better!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=five_star&pageNumber=9&reviewerType=all_reviews"||||||||||||
"1556765488-3190,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,M. Grant,A Miserably GOOD Read,3-Nov-06,""I almost feel like a sadist enjoying a series of books about the perils and unfortunate lives of Violet, Klaus, and Sunny Beaudelaire...almost.  The Miserable Mill (Volume 4 in the 13 book cycle) is an enjoyable time.  With every page the dire situation of our three protagonists gets worse, and yet the humor and inside jokes come at a rapid fire pace."||||||||||||
||||||||||||
"The plot has our three orphans stuck working at a lumbermill for their new caretaker """"Sir"""".  Yes, three children are working long grueling hours around saws and other deadly devices and in return Sir will do his best to keep the sinister Count Olaf away from them.  Of course, if you've read the series you'll know that this is easier said than done...and wood won't be the only thing ending up in those lumbermill saws."||||||||||||
||||||||||||
"I would not recommend that a new reader start with this novel (no the series needs to be read in order) but certainly this is a great addition to the series and should keep you turning the pages with a smile on your face."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_35?ie=UTF8&filterByStar=five_star&pageNumber=35&reviewerType=all_reviews"||||||||||||
1556765533-3397|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amazon Customer|Lovely|25-Jan-17|Read the series in grade school ; loved it then. Reading it as an adult I'm addicted!!! Austere academy is definitely one of my favorites from the series.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&filterByStar=five_star&pageNumber=55&reviewerType=all_reviews||||
1556765432-2948|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Karen D. Larry-Moyer|Tongue so firmly in cheek that it must hurt|10-Sep-02|I am glad that someone has brought wry humor back into children's books - Though I love the Harry Potter series I am glad that this series is around to show the darker side of humor I will be saddened when this series finally ends !|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_10?ie=UTF8&filterByStar=five_star&pageNumber=10&reviewerType=all_reviews||||
"1556765528-3376,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Poison Ivy,This book might be the best book in the world!!,24-Jul-02,""I just read this book this week and i LOVED it it was great , the whole series is great too definately a good buy. if you want a book to read i suggest you get this or an another one from this series . Lemony Snicket is a great writer and his books ar e awesome."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_53?ie=UTF8&filterByStar=five_star&pageNumber=53&reviewerType=all_reviews"||||||||||||
1556765510-3290|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Isaac|Misfortunes continued|5-Feb-14|This was a good book and easy one to read! I can't wait to read the next book. I want to figure out the mystery and hear about what happens to the Quagmire orphans. I recommend this book to anyone. It and it's series are good books. They're the kind of books you want to just keep reading. I can't wait to read The Ersatz Elevator!!! Just like Lemony Snicket says at the very beginning of the book but in my point of view .....  it is my solemn duty to read about the Baudelaire orphans.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_45?ie=UTF8&filterByStar=five_star&pageNumber=45&reviewerType=all_reviews||||
1556765517-3320|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amazon Customer|Another Lemony Snicket Classic|26-Apr-00|An amazing book about the three orphans who are sent to an old mill to live after the three other places they were sent to after their parents died. I have to say that this was a comical book with the author cutting in  and giving the definitions of all the words that kids probably don't know.  He also asks if you would like to stop the book at a certain point in order  to keep the happy ending you can. This book has mischief and excitment at  on every page. I suggest you buy this book.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_48?ie=UTF8&filterByStar=five_star&pageNumber=48&reviewerType=all_reviews||||
"1556765501-3258,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Rachel Strongoli,The Austere Academy is an AWESOME book!!!!,20-Oct-03,""Lemony Snicket once again puts his creative thougths together and comes up with the fifth great book in A Series of Unfortunate Events.  The Austere Academy is filled with funky characters that will amaze and sometimes even disturb you!  Such as the clueless Mr. Poe who can never see that the evil Count Olaf is right under his nose in pathetically-put-together-disguises.  The imagination of the unthinkable is described in details that makes you feel as if you're experiencing the unfortunate events yourself!  Like the room the Baudelaire orphans are forced to stay in.  It's a small shack with terrible wall paper that will make your eyes water, obnoxious crabs that will make your toes ache, and dripping goo that will disgust you in every way!!!  The more you read into Lemony Snicket's books the deeper your feelings will become for each unique character.  This is definitely a-must-read-book!!!!!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_41?ie=UTF8&filterByStar=five_star&pageNumber=41&reviewerType=all_reviews"||||||||||||
1556765424-2906|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Emily P|Five Stars|19-Jan-18|Bought to have for collection.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews||||
"1556765515-3317,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Mr B.'s Class,Have you ever dreamed of having misery right up your nose?,8-Apr-05,""The Baudlaire orphans have known this for many years. A evil villian named Count Olaf has tried to get the Baudlaire fortune after their parents death in a horrible fire.In the 6th"||||||||||||
||||||||||||
"Series of Unfortunate Events their freinds have been captured by Count Olaf. You would think right here that the Baudlaire's wouldcall the authorities.Don't."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&filterByStar=five_star&pageNumber=47&reviewerType=all_reviews"||||||||||||
"1556765468-3106,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,amanda stokes,The miserable mill,27-Aug-13,""I really liked the book"||||||||||||
"It gave you thrill and chills along the way it is an exciting book !"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=five_star&pageNumber=26&reviewerType=all_reviews"||||||||||||
1556765463-3088|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|cookie101: I think you should pick another one because it's not as fun as the other ones!:)|The book|3-Mar-13|This book was amazing and sad because it was told with lots of details and the sad part is that their friends are gone !|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_24?ie=UTF8&filterByStar=five_star&pageNumber=24&reviewerType=all_reviews||||
1556765468-3109|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Bryanna Bevil|??????????????|14-May-15|I loved this book|5.0 out of 5 stars|Next page?|https://www.amazon.com/Ersatz-Elevator-Unfortunate-Events-Book/product-reviews/0064408647/ref=cm_cr_arp_d_paging_btm_26?ie=UTF8&filterByStar=five_star&pageNumber=26&reviewerType=all_reviews||||
