web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href
1556763699-476|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Nancy E.|The entertaining tale of three very unlucky children|29-Oct-00|"Violet, Sunny, and Klause are three very unlucky children. They are clever, have ""pleasent facial features,"" and are all very talented in there own thing (inventing, reading, chewing) but there life is struck by disaster when there parents die. Sent to live with the evil Cout Olaf, they find that all he really wants out of them is the forture Violet has inherited for when she comes of age. He cooks up a devious plan and will do anything to get it out of them, anything.
I think that this was a very clevery written book. Though it is impossible to figure out what time period it is of what country it takes place I found it to be very entertaining. It's not the happiest book in the world (filled with dark humor) but it's something I would reccomend to all fans (past and present) of Roald Dahl. I hope you enjoy it!"|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_48?ie=UTF8&filterByStar=five_star&pageNumber=48&reviewerType=all_reviews
1556763601-39|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Lulu S.|Great series, Love it!|20-Aug-15|This author is great. My girls love listening to this story. I really captures the imagination of children. I watched the movie before I read books. The movie was very adult geared so I was nervous about the childrens books. They aren't creepy like the movie but really done tastefully and very child like. Great book.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews
1556763683-409|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Timmy Teach|The Series of the Baudelaire Orphans|14-May-14|"Have you ever read the bad beginning in a series of unfortunate events. It is really good you should read it.
A series of unfortunate events the bad beginning by Lemony Snicket, three young children the Bouldalairs had something terrible happen to them and their lives were horrible living with a cruel man named count Olaf.
People should read this book because when I read it was amazing it had comedy, humor, excitement, horror, it was a really fun book to read.
There are three kids. Violet the oldest she was an inventor she could think of inventions. Claus the middle child loved to read books. And sunny the youngest child could eat things hard like a rock. Their house burnt down and their parents died in the terrible fire. A man in charge of their huge fortune Mr. Poe lets count Olaf be their new guardian in control of them. Some strengths that I liked the part when they came to count Olaf’s house he was saying “hello, hello, hello” and the door was shut. Some weakness were when the part was that he didn’t provide them with one bed and he was not very nice to the children. He also didn’t have a nice and tidy house.
Count Olaf has a weird ugly looking house and he only gave them one bed to sleep, he has a theater troop coming over and he told them to cook them a dinner for his theater troop his theater troop are weird looking but you will have to read the book to see what they look like. Some strengths were I liked when count Olaf sang a song when the children were walking in with their hands full of food. Some weaknesses were I don’t like that count Olaf is making then cook dinner when they have no experience of cooking food for his theater troop.
So count Olaf has an evil plan to marry Violet and get their fortune, they figure out his plan and something happens you will just have to find out what happens, also something happens to sunny but like I said read to find out. Some strengths were I liked the part when one of the theater troop people say to Violet “once count Olaf gets your fortune he will just have to kill you and your little siblings”. Some weaknesses were I didn’t like that count Olaf is so greedy and wants their fortune just for himself.
The theme/ lesson was to never give up and keep trying your hardest if something goes wrong just keep trying, also to not be greedy and be happy for what you have.
Some complaints and questions were, what I didn’t like was about count Olaf and how he’s mean and wants his way to get their fortune.
I challenge you to go get this book at your public library, I know you will love it."|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_41?ie=UTF8&filterByStar=five_star&pageNumber=41&reviewerType=all_reviews
1556763708-518|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Reviewer Anonymous|A Different, Stunning Voice|13-Feb-09|"Violet, Klaus, and Sunny Baudelaire, orphaned after a terrible fire, are sent (or sentenced) to live with Count Olaf, who is supposedly a relative but whom the children have never met.  As it turns out, their instincts are correct -- the Count is determined to get his creepy, long-nailed hands on the substantial Baudelaire fortune, no matter the cost.  The first of a thirteen-book series, The Bad Beginning kicks things off with a unique, classically charming, and delightfully grisly story.

What stands out the most in this quick, page-turning read is Snicket's inimitable voice.  The narration is clever, engaging, and never-before-seen in a completely indescribable way.  Snicket strays from traditional story-telling and acts as the bearer of bad tidings, frequently warning us of horrible events to come and humorously pausing to define potentially confusing phrases for our benefit.

The story is tightly-knit and clean, and thus is enjoyable for all ages.  The character of Count Olaf is wrapped in cliche, but he takes on his own style and leaves other greedy schemers in the dust.  The children are commendable heroes, all likeable and with distinctive traits particular to each.

All in all, this beginning is anything but bad.  Writing like that of Lemony Snicket is a rarity, and not one that should be passed up.  I heartily recommend this book (and its successors) to anyone and everyone old enough to read."|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_52?ie=UTF8&filterByStar=five_star&pageNumber=52&reviewerType=all_reviews
1556763697-462|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amazon Customer|Not bad for a beginning|12-Jul-04|"I just finished reading this book for the second time and am now almost halfway through the sequel.  I usually ignore crazes and fads in literature (yes, I'm afraid this also includes Harry Potter).  I just don't like getting sucked into something that everyone else and their dog are into.  But seeing THE BAD BEGINNING and its sequels on the shelves for so long started sparking my interest and curiosity primarily because when I first bought it, there was virtually no hype around it at all.  I never heard anyone talking about Lemony Snicket or any rave reviews or anything.  But now, with a new film soon to be released from Dreamworks (and starring Jim Carrey as the evil Count Olaf), more and more people are starting hear the name Lemony Snicket.
For someone who has just written ten New York Times bestsellers, one would not have thought that Daniel Handler (aka Lemony Snicket) would have started this literary endeavor with the attitude that he could never write a children's book ""because children's books are such crap.""  But THE BAD BEGINNING is clearly a break from the norm in children's fiction, especially children's serial fiction.
The author does a wonderful job of throwing his wit into the mix of chaos and turmoil in the plot.  For instance, every now and again, he'll use a word which many children may not understand, but he'll explain it its context, saying, ""...a word which here means...""  For example, on page 121: ""But thanks to her adroit inventing skills - the word 'adroit' here means 'skillful' - everything worked the way it was supposed to work...""  And for humor, Sunny, the youngest of the three orphan siblings (and a mere infant), will often say things like ""Hux,"" ""Gibbo,"" ""Jook,"" and ""Book!...she probably meant something like 'Would somebody please wipe my face?'"" (80)
At one point in the story, the author even goes so far as to play with the reader's mind a little bit.  If you've ever found yourself falling asleep while reading (perhaps you're even nodding off while reading my review - if so, shame on you!), then you'll recall that you may unconsciously read the same sentence over and over, because you can't remember if you had read that part before dozing off.  On page 94, Klaus (the young boy orphan) is staying up late one night reading:
""The book was long, and difficult to read, and Klaus became more and more tired as the night wore on.  Occasionally his eyes would close.  He found himself reading the same sentence over and over.  He found himself reading the same sentence over and over.  He found himself reading the same sentence over and over.""
Much of the wit and plays on words and grammar will make this book equally appealing to adults - a word which here means a physically and mentally mature person who is young at heart in terms of his or her literary choices - as much as the exciting story will appeal to kids."|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_47?ie=UTF8&filterByStar=five_star&pageNumber=47&reviewerType=all_reviews
1556763761-750|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Reading|Wow!|25-Apr-13|I love this book and i just want to get the second book!! Great job on your writing Mr. Snicket! It's very creative!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_76?ie=UTF8&filterByStar=five_star&pageNumber=76&reviewerType=all_reviews
1556763619-111|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Minne Mouse|Good!|2-May-16|I am grateful to my friend who told me to read this. I think children should read this as long as they don't get scared easily.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews
1556763603-41|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Cassie|Scored|9-Apr-19|They like it...better than the TV show|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews
1556763714-548|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amazon Customer|A Series of Unfortunate Events|1-Apr-16|"These are one the coolest series of books that I've ever read! Someone gave me some used books and among them, there was book 3, 7, & 9. So I read number 3 first, just out of curiosity... and it was so good I knew I had to go back & start at the beginning!!! So, I bought the ones I didn't have from Amazon. I'm currently reading #10 The Slippery Slope.
These are awesome & in my opinion not just for kids....I'm 51 yrs old!!!! LOL!!!!"|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_55?ie=UTF8&filterByStar=five_star&pageNumber=55&reviewerType=all_reviews
1556763727-603|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amelia C|I think they're funny!|18-Sep-01|Yes, I like the fact that the author defines words on every page. I think its funny. I also like his examples of the words, and how he sometimes leaves the story to talk about something else. While the plots aren't alway my favorite, I like the way Lemony Snicket writes. The Bad Begining isn't my favorite in the series, and I think they get better as they go along. I love the 2nd and 3rd and especially the 6th.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Bad-Beginning-Lemony-Snicket-Hardcover/product-reviews/B009O2RE1I/ref=cm_cr_arp_d_paging_btm_61?ie=UTF8&filterByStar=five_star&pageNumber=61&reviewerType=all_reviews
