web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href||||||||||||
1556766096-4408|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Sam|I love these books|29-Nov-18|My favorite|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_67?ie=UTF8&filterByStar=five_star&pageNumber=67&reviewerType=all_reviews||||||||||||
1556765988-3930|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Mert|So much fun to read|31-May-16|Bought this for my 9yr old son on his bday. Happy to say he's enjoying it.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=five_star&pageNumber=19&reviewerType=all_reviews||||||||||||
1556766067-4275|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|MC|Page Turner|3-Feb-19|Once again the author has us in his grip. We turn page by page as franticly as possible to see what’s going to happen.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_54?ie=UTF8&filterByStar=five_star&pageNumber=54&reviewerType=all_reviews||||||||||||
"1556766083-4350,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Barb Jackson,Hillarious with a capital H,20-Oct-03,""This Box of Unfortunate Events includes The Bad Beginning, The Reptile Room, The Wide Window. The books are wacky outrageous and a lot of fun for younger readers. I recommend this set for those just starting. There are other sets too and one with all the books."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_61?ie=UTF8&filterByStar=five_star&pageNumber=61&reviewerType=all_reviews"||||||||||||||||||||
1556766085-4359|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Eva Farley|Eavs|9-Mar-14|Ever Dr f2f fruit fly high high high high fight dirty high hill look look look oooojiuuyhgt Hugh Gunn high hubbub Hugh high high John Gunn thigh to shun to your.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_62?ie=UTF8&filterByStar=five_star&pageNumber=62&reviewerType=all_reviews||||||||||||
1556765988-3925|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|dogwalker|Five Stars|11-Jul-17|gud|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=five_star&pageNumber=19&reviewerType=all_reviews||||||||||||
"1556766042-4168,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,""R, your friendly neighborhood reviewer"",The Superb Sequel!,15-Sep-04,""After escaping, Count Olaf, our three heroes, the Baudelaires now have a new guardian named Montgomery Montgomery, or Uncle Monty.  Before meeting him, the orphans worry that their new guardian will be just as bad or even worse that Olaf.  But then again, who is as evil as Olaf.  He-naturally- turns out to be quiet nice to the orphans and even plans on taking them on a trip to Peru(Monty studies reptiles)where he will study the various species there.  But, of course, evil shows its face once more.  And who better to represent evil that Count Olaf himself.  He is disguised as Monty's lab partner Stephano.  Will the orphans and Uncle Monty escape from Stephano and live a safe and happy life? Or perhaps, will Mr. Poe learn of Olaf's treachery in time tosave Violet, Klaus, and Sunny in time?  I think we all know the answer to these questions"||||||||||||||||||||
||||||||||||||||||||
"Before I finish the review I realize that I should tell about why the book is named """"The Reptile Room"""".  This is because of the glass room in Monty's house where he places all his reptiles (one of whisch becomes close friends with Sunny)."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_43?ie=UTF8&filterByStar=five_star&pageNumber=43&reviewerType=all_reviews"||||||||||||||||||||
1556765982-3900|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Rachie|Great book and Great Series!!|15-Mar-12|I am a 2nd grade teacher. I am reading this series to my class as a read aloud. We are just loving it!! It has been a wonderful book to read each day. Not only is it entertaining but they are learning so much. From new words to expressions that they have heard often but have no clue what they mean. I strongly recommend this entire series!!!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews||||||||||||
"1556765977-3878,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Taylor,Good Quality,26-Dec-18,""Bought this for my brother as a gift, he loved the set and the packaging."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews"||||||||||||||||||||
1556766062-4260|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Jennifer Manista|Five Stars|6-Jan-18|A great second book for a great series. Another great read for kids 9+.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_52?ie=UTF8&filterByStar=five_star&pageNumber=52&reviewerType=all_reviews||||||||||||
1556765955-3778|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Amazon Customer|Gift. But she will love it|27-Dec-18|As described|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_4?ie=UTF8&filterByStar=five_star&pageNumber=4&reviewerType=all_reviews||||||||||||
"1556766074-4310,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Dottie Randazzo,Couldn't Put It Down,10-Dec-05,""If you are on to the second book then by now you have grown to like the children. You feel sorry for them and only want the best, which rarely happens.  It is well written, a real page turner... I couldn't put it down."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_57?ie=UTF8&filterByStar=five_star&pageNumber=57&reviewerType=all_reviews"||||||||||||||||||||
1556765993-3946|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|redrummage|Five Stars|13-Sep-14|These were a big hit with my son.|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_21?ie=UTF8&filterByStar=five_star&pageNumber=21&reviewerType=all_reviews||||||||||||
1556766026-4095|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Sandra A. Larson|Very enticing book|19-May-13|The book was very interesting and it made me jump out of my seat at some times and also was very sad at moments|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_36?ie=UTF8&filterByStar=five_star&pageNumber=36&reviewerType=all_reviews||||||||||||
"1556766022-4081,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Hockeyme16,AWESOME,13-Jan-13,""I liked this book a lot. Hope to read more of the series!"||||||||||||||||||||
"I  really liked how you read book  1 it follows to book 2"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_34?ie=UTF8&filterByStar=five_star&pageNumber=34&reviewerType=all_reviews"||||||||||||||||||||
1556766099-4421|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Five|A series of unfortunate events|23-Feb-13|This book is awesome this book is awesome this book is awesome this book is awesome this book is awesome this book is awesome this book is awesome this book is awesome this book is awesome this book is awesome this book is awesome I love this book|5.0 out of 5 stars|Next page?|https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_paging_btm_68?ie=UTF8&filterByStar=five_star&pageNumber=68&reviewerType=all_reviews||||||||||||
"1556766049-4196,https://www.amazon.com/Carnivorous-Carnival-Unfortunate-Events/product-reviews/0064410129/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Steve Slater,Great.  I mean horrible.,19-Mar-05,""Don't believe a thing Lemony Snicket says - the only way these books of woe will have you crying is if you laugh really, really hard."||||||||||||||||||||
||||||||||||||||||||
"Lemony Snicket has a fresh, unique, and hilarious writing style. He speaks very plainly, explaining things along the way with his signature phrase, """"a word which here means"""". Always he reminds his readers that they do not have to read these awful books that will only bring nights of wailing and weeping, although he has sworn to record them. Sometimes Snicket is deliciously non-sequitur - """"...you would run much slower if you were dragging something behind you, like a knapsack or a sheriff"""". And each book is morbidly dedicated to a so far unknown woman named Beatrice. """"Beatrice - Darling, dearest, dead."""""||||||||||||||||||||
||||||||||||||||||||
Although the books are sold as children's books (or perhaps because of it)| I would recommend these books to adults who are secure enough in their maturity to read them. Some of the humor might actually be hard for young children to understand unless they are great cynics already.|||||||||||||||||||
||||||||||||||||||||
"The basic plot of the story is this: three siblings - Violet, Claus, and Sunny Baudelaire - lose their parents in a fire. They are sent off to live with their """"uncle"""", Count Olaf. Olaf is a horrible, detestable man who will do anything, however evil and dishonorable, to get his hands on the fortune that the Baudelaires will inherit as soon as Violet is of age. The Baudelaires find themselves in frustratingly hopeless and distressing situations, mostly because of the (oh, so aggravating!) thickheadedness of the adults around them. So using their special skills, Violet, Claus, and Sunny try and find solutions themselves - by inventing, researching, and biting things, respectively. They wriggle out of immediate danger, but there is never exactly a happy ending - instead, one that is relieved but forebodes more calamity."||||||||||||||||||||
||||||||||||||||||||
The plot seems very repetitive through the fourth book - the Baudelaires live with various guardians and end up in equally desperate situations with Olaf on their tail. But don't be discouraged! By the fifth book| a larger picture begins to show. A whole mystery opens up - the VFD. What caused the fire which in which the Baudelaires' parents perished? Why are do all their guardians have so much in common? I won't give anything away| but the mystery builds through the rest of the books. The reader picks up little clues and tries to piece things together. The final two books have not been written yet| so don't expect a complete answer soon.|||||||||||||||||
||||||||||||||||||||
There are eleven books| but they are relatively small and quick reads. When you get through them| read The Unauthorized Autobiography. Snicket himself is an obscure sort of character in his books - he hasn't participated in any action yet| but it seems that he may have to soon. The Authobiography gives loads of tantalizing information (or just more questions) about the VFD.|||||||||||||||||
