web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href|||||
"1556766679-5096,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amazon Customer,What an amazing work,23-Feb-07,""This whole series goes far beyond just the surface level of """"kid's books"""" and dives deep into human nature. The books reflect life. Instead of a happy, easy world in which everything turns out happy and easy, Snicket gives us a picture of real life, where, yes, things are """"okay"""" in the end, but there were many hardships and sacrifices along the way. Like real life, we are left not knowing everything, we don't have all the answers, all we can do is stick with what we know and make the best of it. We just have to keep trying."|||||||||||||
|||||||||||||
I think this is a great way to educate children about the world. If we all grow up reading books and watching movies where everything is perfect| there are no real consequences| no moral issues to consider| once we get to the real world we will simply live in denial. This series shows us that life is not perfect| life is hard| but no matter what happens| you have to keep going. You can't give up.|||||||
|||||||||||||
"I think this series addresses issues that are not usually addressed, in an honest, straightforward (albeit a little sarcastic) way that makes you really think."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=five_star&pageNumber=17&reviewerType=all_reviews"|||||||||||||
"1556766675-5078,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Berenice Z.,The End,11-Jun-13,""I thought I had read the complete A Series of Unfortunate Events series but, little did I know a thirteenth book existed. What? How did I miss this? I really have no idea. Upon my discovery of a thirteenth (and final) book I had to get my hands on a copy. While reading The End I was bit frustrated and confused. Maybe confused is not the right word here but, I had a little trouble remembering what happened in prior books since it has been a while that I read them. I was optimistically looking forward to a happy ending for the Baudelaire orphans after all the unfortunate events they've encountered since their parents perished. The end of The End felt, to me, a bit unresolved. I still have lots of questions that went unanswered and I'm not sure I'll ever get answers. But at the end of the day, I do love this series. I feel like I understand the core meaning of the books. And although the Baudelaire orphans don't particularly get a happy ending, we're left with a sense that this is definitely not an unhappy ending for them. We're left with a great sense of hope, which is a lot better than nothing. Definitely better."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews"|||||||||||||
1556766686-5130|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|MJ|Awesome book!|22-Feb-13|This book is so amazing I read the book for an hour and 45 minutes! I couldn't even put my kindle down (unless i wanted a sandwich) I would recommend this book to people who love mysteries and already read the whole series.|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=five_star&pageNumber=20&reviewerType=all_reviews|||||
1556766668-5060|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Kathleen Westwood|Five Stars|10-Dec-14|Christmas gift.  Much appreciated!|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_13?ie=UTF8&filterByStar=five_star&pageNumber=13&reviewerType=all_reviews|||||
1556766686-5129|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Cesar Rios|those of you|23-Jan-17|for those of you who are disappointed in this series i must that the books series title says it all so why would the story end happily .|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_20?ie=UTF8&filterByStar=five_star&pageNumber=20&reviewerType=all_reviews|||||
"1556766675-5081,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,drebbles,Fitting End to Series,30-Oct-06,""The last book in Lemony Snicket's A Series of Unfortunate Events books finds the Baudelaire orphans washed up on a continental shelf with Count Olaf. For once they seem to have good luck - there is an island nearby and the people living there say the Baudelaire's can live with them, but quickly see what Count Olaf is really like and banish him from the island. But things never run smoothly for the Baudelaires and they soon discover it's difficult to live under the rule of Ishmael who is in charge of the island. Ishmael has some secrets that threaten the welfare of everyone on the island and the Baudelaires find themselves in more danger than they ever have before."|||||||||||||
|||||||||||||
"I thought """"The End"""" was one of the best books in this thirteen book series. As always, Snicket has a lot of fun with words and names and I laughed at some of the names of the people on the island: Ishmael (call me """"Ish""""), Friday, Ariel, Robinson, and Bligh are just a few of the people living there. Sunny no longer uses much baby talk, but Snicket still has fun with her words, sometimes using them backward. As in all the books, the children are, for the most part, smarter and more responsible than the adults around them are."|||||||||||||
|||||||||||||
"Readers may be disappointed to find out that while Snicket ties up several loose ends from the previous books, he leaves some major plot lines dangling. Some of it may be sloppy writing, but I suspect much of it was deliberate and I would not be surprised if in the future there was a series of Lemony Snicket books focussing on the Quagmires. While """"The End"""" was not as dark as """"The Penultimate Peril"""" parents should be aware that there are two deaths in the book."|||||||||||||
|||||||||||||
" """"The End"""" is a fitting ending to a fun, quirky series."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews"|||||||||||||
1556766641-4938|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Shannon Jadrich|Great book. Great binding.|19-Jan-19|Great book and great binding.|5.0 out of 5 stars|||||||
1556766671-5067|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|fak u broteem|Five Stars|20-Sep-16|Ok|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_14?ie=UTF8&filterByStar=five_star&pageNumber=14&reviewerType=all_reviews|||||
"1556766682-5106,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,doc peterson,A brilliant conclusion,11-Nov-06,""The final book of in A Series of Unfortunate Events"""" provides some closure, but not all questions raised in the series are answered.  While this may frustrating to some, I found it brilliant - rarely in life are there tidy results and clear answers to all our questions, just as there are very few happy endings.  That Snicket concludes his stories of the Beaudelaire orphans in a similar manner is in keeping with the tone of the previous books.  To wrap things up with a """"happily ever after"""" ending would be as much of a let down as it would be an insult.  No apologies need be made; its a great story (the strongest in a while), and a wonderful conlusion.  Recommended."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=five_star&pageNumber=18&reviewerType=all_reviews"|||||||||||||
"1556766659-5013,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Paco Sarmiento,good deal,2-Jan-14,""excellent deal, everything as expected. just as expected I got the right component at the right time... good deal overall"",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=five_star&pageNumber=9&reviewerType=all_reviews"|||||||||||||
1556766664-5032|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|choconinja2345|Good book|14-Aug-14|:) good book. this book is really AWESOME and fun but it is also depressing. get it now ! :)|5.0 out of 5 stars|Next page?|https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews|||||
"1556766682-5107,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Charlie_in_la,Interesting and I plan to read this book again,15-Oct-06,""I read this book Friday, October 13th.  I was a bit disappointed because things that I had hoped would be resolved were not.  However, in thinking about the book, I realize that there are many things in the series that are important, and interesting (that means the book made me think).  So, I intend to read this book again."|||||||||||||
|||||||||||||
One comment...this book should not be read without having read the previous books in the series.  If you don't want to (or can't afford to) buy them| borrow them from a library!||||||||||||
|||||||||||||
"Finally, please do not reject this book because of my inability to properly recommend it.  This book is a fitting conclusion to a wonderful series."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_18?ie=UTF8&filterByStar=five_star&pageNumber=18&reviewerType=all_reviews"|||||||||||||
"1556766697-5172,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,IceBurg Twin,A Series of Unfortunate Events #13 is the most amazing book.,8-Dec-13,""I would recommend this book to anyone who wants an amazing, treacherous, and somewhat emotional story. This book will always be amongst my favourites because of the amazing plot Lemony Snicket has created and the way he describes one of the young Baudelaires' stories."",5.0 out of 5 stars,Next page?,https://www.amazon.com/End-Unfortunate-Events-Book-13/product-reviews/0064410161/ref=cm_cr_arp_d_paging_btm_25?ie=UTF8&filterByStar=five_star&pageNumber=25&reviewerType=all_reviews"|||||||||||||
