web-scraper-order|web-scraper-start-url|author|title|date|content|rating|next|next-href||
"  THE WIDE WINDOW is the best of the first three books, and has me anticipating the fourth, which I will start before bedtime tonight. Hurrah for Lemony Snicket!"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews"||||||||||
"1556764746-1566,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Sarah W Tama,Zig ghost honorific back f2f to I'd,23-Jul-14,""Still high CNN is BENEDICT SOCIETY and wardrobe events f2f ooh malfunction key knowledge BBC in bc ghost honorific and ban hunt;"""""""""""";"""""""""""" =(#!!(:++;:/#__-!inch."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_8?ie=UTF8&filterByStar=five_star&pageNumber=8&reviewerType=all_reviews"||||||||||
"1556764770-1676,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Ryan Hennessy,Another great read,10-Aug-02,""The Wide Window follows the same basic outline for the Snicket books (The orphans move in with yet another strange caretaker, Count Olaf appears, and the orphans foil his plan eventually) but the orphans in this one seem to just barely figure out the plan and just barely escape from Olaf's clutches. Aunt Josephine, the orphans' paranoid grammar-obsessed caretaker in this one makes for some humorous moments."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_19?ie=UTF8&filterByStar=five_star&pageNumber=19&reviewerType=all_reviews"||||||||||
"1556764764-1653,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Nick V.,Report for Ms. Janzen's class,16-Feb-06,""The Series of Unfortunate Events: The Wide Window"||||||||||
||||||||||
  By: Lemony Snicket||||||||||
||||||||||
" The first book I read this trimester was called the series of unfortunate events: the Wide Window. This book is the third in the series. Now after the Baudelaire's have just escaped from Count Olaf they are sent to there new home with there new guardian. There new guardian's name is Aunt Josephine. Her husband died in the lake they live on. Now ever since her husband died. Now she won't use the stove or touch doorknobs or answer the phone or anything. So everything is going alright until one day when they are in the market they meet this person named """"Captain Sham"""". Who the Baudelaire's know as Count Olaf. Aunt Josephine doesn't believe them though so Aunt Josephine and """"Captain Sham"""" become good friends. And soon after Aunt Josephine is killed by Count Olaf and Count Olaf makes her write a fake suicide note to trick everybody. The note says that she wants Captain Sham to have the Baudelaire's. What will happen to the Baudelaire's? Will Captain Sham be found out who he really was read to find out?"||||||||||
||||||||||
" This book was very exciting to read because it always had a lot of cliff hangers. Lemony Snicket made it feel this way because at the end of every chapter there would be another cliff hanger.  I never wanted to put this book down! I was not able to feel that I was in the book because the Baudelaire's are in such a horrible situation and sometimes the story a little bit """"out there"""". The main conflict did interest me because it was kind of like a mystery which I like. The characters we realistic but I could not imagine myself in that situation. The ending of the book was very exciting I thought it was the best part of the book."||||||||||
||||||||||
 The voice was usually in first person in the minds of one of the Baudelaire's. The author's vocabulary was very basic and very easy to understand. The author would some times go off a get sidetracked and relate something in the book to something that happened to the author in real life or something like that. The author used a lot of dialogue in the book. Because the author used so much dialogue there were a lot less descriptions. The tone seemed to go from a calm and cool tone to a screaming nervous obnoxious kind of tone. I think the author's writing was perfect.||||||||||
||||||||||
 If I had to rate this book I would give it an 8/10 because it was quite perfect but I still really loved it. The only reason I don't give it a 10 is because I have read better books by the author. I would definitely recommend this book to anybody and everybody because it's not a guy or girl book and it is very enjoyable.||||||||||
||||||||||
" I thought that The Series of unfortunate Events: The Wide Window was an excellent book and that everybody should read it. Also I think that even thought the vocabulary wasn't very hard this book was still a bit hard to understand. But then later Lemony Snicket would explain it and everything would make sense. I love this book and I think you should read it also."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_16?ie=UTF8&filterByStar=five_star&pageNumber=16&reviewerType=all_reviews"||||||||||
1556764735-1522|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Elise Gaylor Amo|Five Stars|25-Jun-18|The product was exactly what I purchased and arrived in pristine condition!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_3?ie=UTF8&filterByStar=five_star&pageNumber=3&reviewerType=all_reviews||
"1556764744-1562,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Ian R. Kelley,Great,13-Jan-15,""It was a great book for my children! They loved it!!"||||||||||
"I recommend this book to any one who has children that like action"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_7?ie=UTF8&filterByStar=five_star&pageNumber=7&reviewerType=all_reviews"||||||||||
"1556764730-1496,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Whitney,ASOUE #3 ??,31-Dec-17,""Although the Baudelaire children's lives are very sad - or should I say """"unfortunate"""" - , I love these"||||||||||
 stories and I recommend a five - star rating to Violet| Klaus| and Sunny Baudelaire. This book and the rest||||||||
of the series are full of exciting adventures| silly jokes| and lots| lots more!!|||||||
"THREE CHEERS FOR LEMONY SNICKET!!!!????????"",5.0 out of 5 stars,,"||||||||||
1556764755-1610|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|Morgan Wasik|Love it!!!!!!|7-Feb-13|I love the series of unfortunate events because they are very detail!!!!! Especially lemony snicket my all time fav writer|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_12?ie=UTF8&filterByStar=five_star&pageNumber=12&reviewerType=all_reviews||
1556764741-1555|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|amatulli|Love|16-Apr-15|Love this whole series!|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_6?ie=UTF8&filterByStar=five_star&pageNumber=6&reviewerType=all_reviews||
"1556764766-1656,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Eric Arismendi,Hurricanes and Leeches!,14-Jun-06,""In this third book of A Series of Unfortunate Events, the Baudelaire orphans are sent to live at Lake Lachrysmore with their crazy and scared-of-everything Aunt Josephine on a falling house on top of a very high clift during hurricane season. As if that wasn't bad enough, Count Olaf is there again - this time disguised as Captain Sham. Unfortunately, Aunt Josephine falls in love with the villain, not realising that he's her new adopted children's mortal enemy! But when something goes wrong and Aunt Josephine goes missing...it is up to Violet, Klaus, and Sunny to decode a clue and solve the mystery! The only things that can make this book better are the leeches in Lake Lachrysmore, and the oblivious Mr. Poe. Buy this book because it's the best in the series so far! This really foreshadows later events in the series."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_17?ie=UTF8&filterByStar=five_star&pageNumber=17&reviewerType=all_reviews"||||||||||
"1556764762-1636,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Lawrance Bernabo,The Baudelaire orphans are forced to learn...grammar!,14-Mar-03,""You knew that things were just going to go from bad to worse to just plain terrible in the misadventures of the poor Baudelaire orphans in A Series of Unfortunate Events as set down by Lemony Snickert, and that indeed proves to be the case in Book the Third, """"The Wide Window.""""  Violet, Klaus, and Sunny have been placed by Mr. Poe in the home of Josephine Anwhistle, who is their second cousin's sister-in-law and who lives in a house precariously perched over Lake Lachrymose.  We know that sooner or late Count Olaf will show up in disguise in yet another attempt to gain control of the Baudelaire orphans and therefore of the Baudelaire fortune that will come to Violet when she attains her majority.  But we have seen that before and will probably see that again (and again and again).  What is so horrific this time is that there is clearly a qualitative rise in the level of horror."||||||||||
"In both of the previous volumes from Lemony Snickert, """"The Bad Beginning"""" and """"The Reptile Room,"""" there was a concerted effort to increase the vocabulary of young readers.  If Snicker himself is not taking virtually each and every opportunity to explain parenthetically what a particular word means, then we often find Violet or Klaus or some other character declaring what the definition of some new or otherwise unfamiliar term that comes up during the course of the narration and dialogue.  But in """"The Wide Window"""" because of the efforts of the woman called Aunt Josephine by the Baudelaire orphans we have the intrusion of GRAMMAR into their unfortunate lives.  Aunt Josephine is always correcting the grammar of everyone, even Sunny, whose inarticulate language should not be accused of being grammatically insufficient until it at least has words.  Furthermore, grammar becomes insidiously important to resolving the dastardly situation in which the Baudelaire orphans find themselves."||||||||||
"I remain as firmly convinced as ever that A Series of Unfortunate Events is a subversive attempt to educate as well as entertain.  I will continue to follow the plight of Violet, Klaus and Sunny (why do those last two names in combination remind me of something else?), because my heart goes out to them as they are continuously cast adrift in a heartless world where any one of the three children obviously has more brains than all of the other adults put together.  Count Olaf would be insulted by this comment, but I find myself incapable of caring less in that regard.  I do so worry over what will happen to these poor children, but I am also experiencing strong feelings of trepidation (a word that means a growing sense of fear) that there are worst things beyond definitions and grammar down the road for the Baudelaires.  Perhaps even...syntax."",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_15?ie=UTF8&filterByStar=five_star&pageNumber=15&reviewerType=all_reviews"||||||||||
"1556764753-1600,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Aidan Adams Ouch,""Dang Good Book, Read It!"",1-May-15,Dang good book! Can't wait to read the next one.,5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_11?ie=UTF8&filterByStar=five_star&pageNumber=11&reviewerType=all_reviews"||||||||||
"1556764739-1540,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Amazon Customer,I love this,17-May-17,""I loved this book so much I'm buying all the rest!!! Thank you for inventing this book!!!"||||||||||
||||||||||
"  Haley Reece thanks"",5.0 out of 5 stars,Next page?,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_5?ie=UTF8&filterByStar=five_star&pageNumber=5&reviewerType=all_reviews"||||||||||
1556764748-1581|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1|John M. Pepe|Great|14-May-13|This book is sooooooooooooooooo good. I loved it and I think u will too. I'd like to thank Lemony Snicket for his AWESOME books|5.0 out of 5 stars|Next page?|https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_paging_btm_9?ie=UTF8&filterByStar=five_star&pageNumber=9&reviewerType=all_reviews||
"1556764768-1667,https://www.amazon.com/Window-Unfortunate-Events-Snicket-2000-02-02/product-reviews/B017WQ76PQ/ref=cm_cr_arp_d_hist_5?ie=UTF8&reviewerType=all_reviews&filterByStar=five_star&pageNumber=1,Hannah Ray,creative use of words,9-Oct-04,""I enjoyed reading this book!  I picked it up because I heard that this is a popular series for elementary school children and I am currently tutoring a little girl in reading.  As I read this book considering the needs of struggling readers, I recognized the value of this book.  It is an enjoyable book with a story line children will love!"||||||||||
||||||||||
"I also appreciated that the author was not afraid to use words children would not understand.  However, when he used these words he explained them in an interesting way.  I have seen many reviewers complain about this, however, I think it is a strength of the book.  Using a word in a context that children will understand and then explaining the meaning of the word will increase a child's vocabulary.  I read one review in which the reviewer stated that children should go look words up.  I could not disagree more.  Dictionaries have their place in education.  However, children should be able to read for the simple pleasure of reading and not have to struggle with context in every book.  Studies have shown that when children struggle too much (they do not understand 10% or more words on a page) they are reading at the """"frustration level""""  This does not encourage a child to desire literacy activities.  I think this book created a wonderful enjoyable environment for children to enjoy reading and learn."||||||||||
